Grain Elevators,street,city,state,postal_code,latitude,longitude,,,,,,,,,,,,
Seatonville Elevator,703 US-6,Seatonville,Illinois,61359,41.5719787,-75.2541188,,,,,,,,,,,,
Dyersburg Elevator,300 Pressler Rd,Dyersburg,Tennessee,38024,36.0318898,-89.4146135,,,,,,,,,,,,
D & F Grain,722 Fitzgerald Hwy,Fitzgerald,Georgia,31750,31.648419,-83.246148,,,,,,,,,,,,
Tama-Benton Co-Op,711 S K Ave,Vinton,Iowa,52349,42.1640697,-92.0398978,,,,,,,,,,,,
Total Grain Marketing,405 S Banker St,Effingham,Illinois,62401,39.11879,-88.5456294,,,,,,,,,,,,
United Cooperative,S1729 County Rd HH,Hillsboro,Wisconsin,54634,43.668266,-90.319248,,,,,,,,,,,,
The DeLong Co. Inc.,2758 Alworth Rd,Winnebago,Illinois,61088,42.2441289,-89.2439033,,,,,,,,,,,,
Anchor Ingredients - Hillsboro East Plant,13 1st St NE,Hillsboro,North Dakota,58045,47.4036411,-97.0603,,,,,,,,,,,,
Superior AG Resources Co-Op,998 W Phoenix Dr,Huntingburg,Indiana,47542,38.3218307,-86.978907,,,,,,,,,,,,
Adm Growmark Grain,4410 W Military Ave,Fremont,Nebraska,68025,41.4479161,-96.5538611,,,,,,,,,,,,
Cargill Inc,309 W Main St,Circleville,Ohio,43113,39.6026434,-82.9493889,,,,,,,,,,,,
Total Grain Marketing,444 Broadway St,Louisville,Illinois,62858,38.7674327,-88.5078613,,,,,,,,,,,,
ADM Altamont,601 W Division St,Altamont,Illinois,62411,39.0597546,-88.7523979,,,,,,,,,,,,
Delta Grain Company LLC,23248 Co Rd 512,Sidon,Mississippi,38954,33.4441466,-90.2253828,,,,,,,,,,,,
Tchula Grain & Warehouse Co,516 Front St,Tchula,Mississippi,39169,33.1886584,-90.2252738,,,,,,,,,,,,
Farmers Grain Terminal Inc,1977 Harbor Front Rd,Greenville,Mississippi,38701,33.3720564,-91.0926804,,,,,,,,,,,,
Total Grain Marketing,102 East Main,Ingraham,Illinois,62434,38.8368421,-88.3319771,,,,,,,,,,,,
Farmers Elevator & Supply Co,511 Center St,Clinton,Missouri,64735,38.3654459,-93.7775586,,,,,,,,,,,,
"Ag Partners Cooperative - Wamego, KS",200 E Valley St,Wamego,Kansas,66547,39.2002216,-96.2978788,,,,,,,,,,,,
Holschlag Bin Sales,2196 250th St,New Hampton,Iowa,50659,42.9935073,-92.3189392,,,,,,,,,,,,
Farmers Marketing Associates,550 Cruse Dr,Pontotoc,Mississippi,38863,34.2236711,-89.0172223,,,,,,,,,,,,
Rudy Inc,200 Hazel St,Covington,Ohio,45318,40.123136,-84.350336,,,,,,,,,,,,
Heartland Electric & Eqpt Inc,48 N 600 East Rd,Hammond,Illinois,61929,39.7991948,-88.6328418,,,,,,,,,,,,
Frontier Trading Co.,731 Kerr Research Dr,Ada,Oklahoma,74820,34.7366698,-96.6693094,,,,,,,,,,,,
Heritage Cooperative,15090 Scottslawn Rd,Marysville,Ohio,43040,40.2024941,-83.3261496,,,,,,,,,,,,
Star of the West,14 Church St,Quincy,Michigan,49082,41.9448209,-84.8862662,,,,,,,,,,,,
MaxYield Cooperative,1304 River Ave S,Belmond,Iowa,50421,42.8352445,-93.6172543,,,,,,,,,,,,
TGM Services inc.,213 Grant Ave,Chrisman,Illinois,61924,39.8007443,-87.6764364,,,,,,,,,,,,
Riceland Foods Inc,111 Wooten St,Corning,Arkansas,72422,36.4172872,-90.5739429,,,,,,,,,,,,
Alliance Commodities,4306 W Galena Rd,Lena,Illinois,61048,42.358803,-89.8037014,,,,,,,,,,,,
Star of the West Milling Co.,100 Richmond St,Ligonier,Indiana,46767,41.467725,-85.5887877,,,,,,,,,,,,
Morris Grainery Inc,109 Edmonds Ave,McCrory,Arkansas,72101,35.2557707,-91.1965812,,,,,,,,,,,,
ADM Velva,1388 ND-97,Velva,North Dakota,58790,48.0210806,-100.8819552,,,,,,,,,,,,
Dennis Commodities,49166 US-20,O'Neill,Nebraska,68763,42.4580973,-98.664144,,,,,,,,,,,,
"FS GRAIN, LLC",1193 Rock Rd,Amboy,Illinois,61310,41.7571257,-89.2434332,,,,,,,,,,,,
ADM AMA,11077 River Rd,Ama,Louisiana,70031,29.9393332,-90.3090165,,,,,,,,,,,,
Rouse Co,360 Gold Dollar Ln,Kinston,North Carolina,28504,35.2317828,-77.6270607,,,,,,,,,,,,
Heartland Co-Op,1107 Sycamore St,Dallas Center,Iowa,50063,41.6835212,-93.9584579,,,,,,,,,,,,
Heartland Co-Op,1107 Sycamore St,Dallas Center,Iowa,50063,41.6835212,-93.9584579,,,,,,,,,,,,
Primient Grain Watseka,212 W Oak St,Watseka,Illinois,60970,40.7774386,-87.7365532,,,,,,,,,,,,
Keller Grain Inc,1150 US-90,Castroville,Texas,78009,29.3544478,-98.8586822,,,,,,,,,,,,
Midland Marketing Co-Op Inc,101 S Cemetery Rd,Plainville,Kansas,67663,39.233303,-99.2884445,,,,,,,,,,,,
Labudde group,1004 Grant St,Manchester,Iowa,52057,42.4758024,-91.4725249,,,,,,,,,,,,
Meriden Grain Co,684 N 44th Rd,Mendota,Illinois,61342,41.5703893,-89.0363436,,,,,,,,,,,,
NEW Cooperative,419 S Phillips St,Algona,Iowa,50511,43.0648581,-94.2267635,,,,,,,,,,,,
ADM,400 E Holt St,Mexico,Missouri,65265,39.1680908,-91.8805541,,,,,,,,,,,,
Wapello County Grain Inc,12421 Agency Hedrick Rd,Ottumwa,Iowa,52501,41.0668945,-92.2951889,,,,,,,,,,,,
Ionia Grain LLC,3244 E Bluewater Hwy,Ionia,Michigan,48846,43.0011405,-85.0110093,,,,,,,,,,,,
The Andersons Marathon Ethanol,5728 Sebring Warner Rd # E,Greenville,Ohio,45331,40.0804036,-84.5920135,,,,,,,,,,,,
Centennial Grain,164 W 1st N,Rexburg,Idaho,83440,43.8284769,-111.7887064,,,,,,,,,,,,
Farmers Union Coop Postville,325 Coop Dr,Postville,Iowa,52162,43.0894199,-91.5618432,,,,,,,,,,,,
Tyson Foods Local Grain Services - Kenton,201 E Church St,Kenton,Tennessee,38233,36.2025337,-89.0108032,,,,,,,,,,,,
Andersons Grain & Ethanol,13600 Anderson Rd,White Pigeon,Michigan,49099,41.766374,-85.6888366,,,,,,,,,,,,
Premier Grains Elevator,9042 US-59,Ganado,Texas,77962,29.0523856,-96.5108714,,,,,,,,,,,,
"Edon Farmers Cooperative Association, Inc.",117 E Morrison St,Edgerton,Ohio,43517,41.4482435,-84.7424956,,,,,,,,,,,,
"Edon Farmers Cooperative Association, Inc.",117 E Morrison St,Edgerton,Ohio,43517,41.4482435,-84.7424956,,,,,,,,,,,,
Cargill Inc,310 S Water St,Havana,Illinois,62644,40.2975386,-90.066699,,,,,,,,,,,,
Yuhasz Brothers,8549 OH-46,Orwell,Ohio,44076,41.516629,-80.7565019,,,,,,,,,,,,
United Cooperative,101 Clinton St,Horicon,Wisconsin,53032,43.4508171,-88.6450042,,,,,,,,,,,,
The Andersons,315 N Auburn Rd,Auburn,Michigan,48611,43.6069485,-84.0692999,,,,,,,,,,,,
ADM,101 N County Road 2 1/2,Leoti,Kansas,67861,38.4727097,-101.5426147,,,,,,,,,,,,
Cargill Animal Nutrition,16 Feed Mill Rd,Lecompte,Louisiana,71346,31.1388275,-92.410866,,,,,,,,,,,,
Welcome to Mansfield Painting,,Mansfield,Ohio,44903,40.7721634,-82.5150718,,,,,,,,,,,,
Cargill Animal Nutrition,320 N 16th St,Lebanon,Pennsylvania,17046,40.3431154,-76.4396737,,,,,,,,,,,,
TriOak Foods,106 Industrial Park Rd,Bushnell,Illinois,61422,40.5502178,-90.5188397,,,,,,,,,,,,
Edwardsville Elevator Mural,69060 Elkhart Rd,Edwardsburg,Michigan,49112,41.795422,-86.082033,,,,,,,,,,,,
Perdue AgriBusiness - Greenville Grain Elevator,1623 N Greene St,Greenville,North Carolina,27834,35.6335203,-77.372503,,,,,,,,,,,,
Lakephelps Grain,5808 Howell School Rd,Jonesville,North Carolina,28642,36.1952503,-80.8621506,,,,,,,,,,,,
"DFS Oskaloosa, LLC",2905 S 33rd St,Oskaloosa,Iowa,52577,41.2691785,-92.6062794,,,,,,,,,,,,
ADM Havana,546 S Water St,Havana,Illinois,62644,40.2949104,-90.0666122,,,,,,,,,,,,
"Heritage Cooperative, Inc",15970 Front St,Salem,Ohio,44460,40.9199562,-80.9541449,,,,,,,,,,,,
Brubaker Grain Inc.,2918 Quaker Trace Rd,West Alexandria,Ohio,45381,39.7022749,-84.5749356,,,,,,,,,,,,
Perdue AgriBusiness - Kilmarnock Grain Elevator,1671 Waverly Ave,Kilmarnock,Virginia,22482,37.700502,-76.352236,,,,,,,,,,,,
Williams Feed Mill LLC,1988 W 1200 N,Decatur,Indiana,46733,40.919046,-84.975852,,,,,,,,,,,,
Falmouth Farm Supply Inc,4378 N County Road 850 W,Falmouth,Indiana,46127,39.7059898,-85.300209,,,,,,,,,,,,
Falmouth Farm Supply Inc- Glenwood,413 N Main St,Glenwood,Indiana,46133,39.6289049,-85.2995394,,,,,,,,,,,,
Heartland Co-op,3785 HWY 14 N,Newton,Iowa,50208,41.7336052,-93.0590482,,,,,,,,,,,,
Heartland Co-op,3785 HWY 14 N,Newton,Iowa,50208,41.7336052,-93.0590482,,,,,,,,,,,,
Key Cooperative,1669 IA-14,Newton,Iowa,50208,41.7163726,-93.0662517,,,,,,,,,,,,
Hill Seed & Elevator,310 S Main St,Dumas,Arkansas,71639,33.884445,-91.491922,,,,,,,,,,,,
Tronson Grain,121 Garske St,Webster,North Dakota,58382,48.3584194,-98.8766394,,,,,,,,,,,,
AG Vantage FS - Eldora,29234 IA-175,Eldora,Iowa,50627,42.3603246,-93.1334868,,,,,,,,,,,,
J R Jones Grain Inc,1108 Daniel McLeod Rd,Red Springs,North Carolina,28377,34.7608342,-79.1481653,,,,,,,,,,,,
Andover Grain & Fertilizer,1394 432nd Ave,Andover,Iowa,52701,41.9764873,-90.2527697,,,,,,,,,,,,
Elbow Lake Co-Op Grain Co,,Nashua,Minnesota,56565,46.0365063,-96.3080715,,,,,,,,,,,,
"United Equity, Inc - Neptune","8731 St, OH-197",Celina,Ohio,45822,40.6038741,-84.491299,,,,,,,,,,,,
CHS,4215 14th St NW,Devils Lake,North Dakota,58301,48.1406304,-98.9175273,,,,,,,,,,,,
East Central Iowa Co-Op,661 Douglas St,Jesup,Iowa,50648,42.4745642,-92.0626204,,,,,,,,,,,,
Smithfield Grain Bethany East Elevator,31019 E 260th Ave,Bethany,Missouri,64424,40.2639624,-93.9311187,,,,,,,,,,,,
Smithfield Grain Bethany West Elevator,19765 W 320th St,Bethany,Missouri,64424,40.2514194,-94.0494668,,,,,,,,,,,,
Fousek Grain,106 N Railroad St,Wagner,South Dakota,57380,43.078166,-98.2938821,,,,,,,,,,,,
Consolidated Grain and Barge Co.,"2440 East, 2440 State Hwy 198",Osceola,Arkansas,72370,35.6563745,-89.9317812,,,,,,,,,,,,
Agtegra Cooperative Redfield Grain,1005 W Commercial Ln,Redfield,South Dakota,57469,44.8720551,-98.5189932,,,,,,,,,,,,
Bridgeport Grain Inc,123 N Main St,Bridgeport,Illinois,62417,38.7058323,-87.7599168,,,,,,,,,,,,
DeWitt Grain,1540 W Round Lake Rd,DeWitt,Michigan,48820,42.8480579,-84.5533862,,,,,,,,,,,,
Carver Company,10330 Kentucky Ave N,Brooklyn Park,Minnesota,55445,45.1428986,-93.3677647,,,,,,,,,,,,
"Agco of Spearman, Inc.",821 TX-207,Spearman,Texas,79081,36.1889315,-101.2050051,,,,,,,,,,,,
Tiffin Farmer's Co-Op Inc,585 S County Rd 13,Tiffin,Ohio,44883,41.1156175,-83.1495126,,,,,,,,,,,,
Norder Supply,201 N 1st St,Hebron,Nebraska,68370,40.1681935,-97.594595,,,,,,,,,,,,
MFA Agri Services,221 N Depot St,Maryville,Missouri,64468,40.3468574,-94.8560062,,,,,,,,,,,,
Riverdale Feed & Grain,6658 Mill St,Riverdale,Michigan,48877,43.3881697,-84.8343711,,,,,,,,,,,,
Central City Grain,1000 9th St N,Carrington,North Dakota,58421,47.4582671,-99.1242882,,,,,,,,,,,,
S & F Grain Co Inc,6908 US-521,Salters,South Carolina,29590,33.5809741,-79.8198031,,,,,,,,,,,,
Ottawa Cooperative,114 Maple St,Overbrook,Kansas,66524,38.7760219,-95.5563963,,,,,,,,,,,,
Caledonia Farmers Elevator,2166 E Clinton Trail,Charlotte,Michigan,48813,42.5512428,-84.7941131,,,,,,,,,,,,
Tuscarora Processors,35 Oberlin Rd,Thompsontown,Pennsylvania,17094,40.5596145,-77.2608162,,,,,,,,,,,,
Farmers Co-Op Elevator,101 Oak St W,Sisseton,South Dakota,57262,45.6648096,-97.0523562,,,,,,,,,,,,
Cargill Inc,19849 US-30,Shelton,Nebraska,68876,40.7837026,-98.7245598,,,,,,,,,,,,
Midwest Agri-Chemico Inc,4868 Nash Rd,Cape Girardeau,Missouri,63701,37.2415078,-89.5900358,,,,,,,,,,,,
MFA Agri Services,State Hwy EE,Kahoka,Missouri,63445,40.420664,-91.7026199,,,,,,,,,,,,
Midwest Compost,7250 OH-101,Clyde,Ohio,43410,41.3670509,-82.8574179,,,,,,,,,,,,
Ritchie Grain Elevator,34511 Elevator Rd,Wilmington,Illinois,60481,41.258305,-88.114086,,,,,,,,,,,,
S & S Grain Co,202 S Faires St,Flatonia,Texas,78941,29.6867238,-97.1117202,,,,,,,,,,,,
Mica Grain Co,1426 Slaughter House Rd,Flatonia,Texas,78941,29.6999904,-97.1005057,,,,,,,,,,,,
Hamilton Feed,4670 Washington Ave,Hamilton,Michigan,49419,42.6756882,-85.9994226,,,,,,,,,,,,
Riceland Foods Inc,,,Arkansas,,33.9048041,-91.5007545,,,,,,,,,,,,
MFA Farmers Elevator Co,243 State Hwy 42,Vienna,Missouri,65582,38.1859329,-91.9586768,,,,,,,,,,,,
Wheatfield Grain Co LLC,702 N McKinley Ave,Rensselaer,Indiana,47978,40.942836,-87.1516267,,,,,,,,,,,,
"Townsend Grain Company, LLC",5799 Rockwell Rd,Winchester,Kentucky,40391,38.0303241,-84.2371324,,,,,,,,,,,,
Heritage Cooperative,113 N Koke St,De Graff,Ohio,43318,40.3109746,-83.9134656,,,,,,,,,,,,
North Mississippi Grain Co,145 Peyton Rd,Coldwater,Mississippi,38618,34.6856591,-89.9760422,,,,,,,,,,,,
Cargill Inc,7700 Maltlage Dr,Liverpool,New York,13090,43.1456923,-76.1936412,,,,,,,,,,,,
Cargill Inc,7700 Maltlage Dr,Liverpool,New York,13090,43.1456923,-76.1936412,,,,,,,,,,,,
Key Cooperative,22703 600th Ave,Nevada,Iowa,50201,42.026284,-93.504537,,,,,,,,,,,,
Key Cooperative,633 Market Ave,Story City,Iowa,50248,42.1873086,-93.6003518,,,,,,,,,,,,
Key Cooperative,27948 530th Ave,Kelley,Iowa,50134,41.9510231,-93.6376876,,,,,,,,,,,,
Key Cooperative,102 W 3rd St,St Anthony,Iowa,50239,42.1251423,-93.1971541,,,,,,,,,,,,
Success Grain Inc-Corning,311 E Walnut St,Corning,Arkansas,72422,36.4092201,-90.5780663,,,,,,,,,,,,
Frontier AG Inc,415 W 2nd St,Oakley,Kansas,67748,39.1261817,-100.8581555,,,,,,,,,,,,
Frontier AG Inc,415 W 2nd St,Oakley,Kansas,67748,39.1261817,-100.8581555,,,,,,,,,,,,
Trotter Grain & Fertilizer,300 W Railway St,Arcadia,Nebraska,68815,41.4280357,-99.1278152,,,,,,,,,,,,
Wicomico Grain Elevator,12585 Olde Mill Rd,Charlotte Hall,Maryland,20622,38.4133288,-76.8735303,,,,,,,,,,,,
Heartland Cooperative,529 Ashworth Dr,Waukee,Iowa,50263,41.6120378,-93.8851394,,,,,,,,,,,,
Heartland Cooperative,529 Ashworth Dr,Waukee,Iowa,50263,41.6120378,-93.8851394,,,,,,,,,,,,
CHS,121 W Kansas St,Hennessey,Oklahoma,73742,36.1107866,-97.8999414,,,,,,,,,,,,
CHS Pipestone Grain,651 81st St,Pipestone,Minnesota,56164,43.9603775,-96.3405679,,,,,,,,,,,,
Vita Plus,319 N Dickason Blvd,Columbus,Wisconsin,53925,43.3407579,-89.0138544,,,,,,,,,,,,
Consolidated Grain and Barge Co.,306 E 10th St,Connersville,Indiana,47331,39.6452945,-85.1331681,,,,,,,,,,,,
Gateway FS Inc,12805 Ferrin Rd,Carlyle,Illinois,62231,38.607994,-89.2337646,,,,,,,,,,,,
"Byron Agri Center - Gilbertson Feed & Grain, Inc.",302 Byron Ave N,Byron,Minnesota,55920,44.0318785,-92.6455319,,,,,,,,,,,,
Memphis Feed & Supply,81560 Main St,Memphis,Michigan,48041,42.9003931,-82.7689551,,,,,,,,,,,,
AGT Foods Williston,505 26th Ave NE,Williston,North Dakota,58801,48.1520444,-103.58653,,,,,,,,,,,,
Diversified Ingredients- Meadville,10730 McHenry St,Meadville,Pennsylvania,16335,41.6154303,-80.1547319,,,,,,,,,,,,
Akron Services Inc.,17705 N Elevator Rd,Edelstein,Illinois,61526,40.902172,-89.6542129,,,,,,,,,,,,
Coshocton Grain Co,129 O Neill Dr,Hebron,Ohio,43025,39.9781184,-82.4893192,,,,,,,,,,,,
Gavilon Grain,9920 Co Rd ID,Mt Horeb,Wisconsin,53572,43.0064203,-89.7515818,,,,,,,,,,,,
Allied Cooperative,3990 Commerce Dr,Wisconsin Rapids,Wisconsin,54494,44.4037094,-89.7773971,,,,,,,,,,,,
Cedar Bend Industries,708 S 8th Ave,Vinton,Iowa,52349,42.1644036,-92.0147631,,,,,,,,,,,,
"Frontier Ag, Inc., Goodland,KS",1202 Old US Hwy 24,Goodland,Kansas,67735,39.3374184,-101.7296939,,,,,,,,,,,,
"Frontier Ag, Inc., Goodland,KS",1202 Old US Hwy 24,Goodland,Kansas,67735,39.3374184,-101.7296939,,,,,,,,,,,,
AGP Grain Marketing LLC,2315 US-6,Hastings,Nebraska,68901,40.5644493,-98.4146728,,,,,,,,,,,,
Chief Ethanol Fuel,4225 E South St,Hastings,Nebraska,68901,40.584634,-98.318472,,,,,,,,,,,,
Central States Enterprise,200 Collins St,Laotto,Indiana,46763,41.2887289,-85.194732,,,,,,,,,,,,
Prairie Creek Grain,32207 US-45,Peotone,Illinois,60468,41.3044765,-87.8797095,,,,,,,,,,,,
Viserion Grain Mcgregor,311 B St,McGregor,Iowa,52157,43.0233231,-91.1742859,,,,,,,,,,,,
Cornerstone Ag (Terminal),2148 Co Rd Q,Colby,Kansas,67701,39.3591656,-101.0086731,,,,,,,,,,,,
Riviana Foods,2034 W Mill St,Crowley,Louisiana,70526,30.197461,-92.3942837,,,,,,,,,,,,
Hemmer Grain,23718 474th Ave,Dell Rapids,South Dakota,57022,43.9471344,-96.7277514,,,,,,,,,,,,
J M Grain Inc,12 Railroad St,Garrison,North Dakota,58540,47.6519936,-101.4212597,,,,,,,,,,,,
Kanza Cooperative Association- Pratt Grain Office,20112 US-54,Pratt,Kansas,67124,37.6420472,-98.7792184,,,,,,,,,,,,
O'Neals Millwright & Services,18063 Johnson Rd,Lincoln,Delaware,19960,38.870179,-75.4362699,,,,,,,,,,,,
New Vision Co-Op,1301 Co Rd 5,Worthington,Minnesota,56187,43.6300276,-95.5744947,,,,,,,,,,,,
Racine Grain Co,1313 S Colony Ave,Union Grove,Wisconsin,53182,42.7114755,-88.047275,,,,,,,,,,,,
Kelley Bean Co Inc,128 W 1st St,Bayard,Nebraska,69334,41.7517416,-103.3252848,,,,,,,,,,,,
Cargill Inc,73033 L Rd,Holdrege,Nebraska,68949,40.4121449,-99.4195722,,,,,,,,,,,,
"Western Grain Marketing, LLC",1216 S Water St,Havana,Illinois,62644,40.2865089,-90.074407,,,,,,,,,,,,
Pride AG Resources,19502 US Hwy. 56,Cimarron,Kansas,67835,37.8056647,-100.3483329,,,,,,,,,,,,
Beachner Grain Inc,807 E 6th Ave,Garnett,Kansas,66032,38.2789499,-95.2290379,,,,,,,,,,,,
"Valley R Agri-Service, Inc.",20379 NW 1600th Rd,Garnett,Kansas,66032,38.2593831,-95.3232415,,,,,,,,,,,,
Cargill Dry Corn Ingredients,616 S Jefferson St,Paris,Illinois,61944,39.6046665,-87.7026027,,,,,,,,,,,,
Kennedy Rice Dryers,Venable Rd,Rayville,Louisiana,71269,32.4809913,-91.8270797,,,,,,,,,,,,
Lyons - Central Prairie Co-op,321 N Grand Ave,Lyons,Kansas,67554,38.3515387,-98.2027712,,,,,,,,,,,,
Valley Systems,1200 Main St NE,Chatfield,Minnesota,55923,43.8606223,-92.1950974,,,,,,,,,,,,
Keller Grain & Feed Inc,7977 Main St,Greenville,Ohio,45331,40.1506868,-84.5252981,,,,,,,,,,,,
Keller Grain & Feed Inc,113 N Jefferson St,Pitsburg,Ohio,45358,39.9879889,-84.4863071,,,,,,,,,,,,
Revillo Farmers Elevator,200 N 2nd Ave,Revillo,South Dakota,57259,45.0152146,-96.573187,,,,,,,,,,,,
Reus Grain LP,740 Co Rd 431,Hondo,Texas,78861,29.4060546,-99.1953683,,,,,,,,,,,,
West Point Custom Feeders,1977 D Rd,West Point,Nebraska,68788,41.7833251,-96.6556396,,,,,,,,,,,,
Farmers Grain Terminal Inc,445 Port Terminal Road,Rosedale,Mississippi,38769,33.8154112,-91.0173927,,,,,,,,,,,,
Pitchford Elevator Co,1640 Old Du Quoin Rd,Du Quoin,Illinois,62832,38.0058776,-89.2010034,,,,,,,,,,,,
Mc Intosh-Watauga Equity,101 Railroad St W,McIntosh,South Dakota,57641,45.9185977,-101.3512569,,,,,,,,,,,,
Schneider's Milling Inc,3601 E Bremer Ave,Waverly,Iowa,50677,42.7155091,-92.4294235,,,,,,,,,,,,
Desgranges Bros Inc,17698 OH-18,Holgate,Ohio,43527,41.2550764,-84.2043572,,,,,,,,,,,,
United AG Services,202 E Railroad St,Hoisington,Kansas,67544,38.5121245,-98.7759226,,,,,,,,,,,,
Anchor Ingredients – Hillsboro South Plant,313 1st St SE,Hillsboro,North Dakota,58045,47.4001711,-97.0596682,,,,,,,,,,,,
Ervin Feedmill,4851 Jim Carver Rd,Obion,Tennessee,38240,36.2333335,-89.3240509,,,,,,,,,,,,
"EGT, LLC",35146 Co Rd 126,Sidney,Montana,59270,47.7287101,-104.1335754,,,,,,,,,,,,
Nexus,18862 60th St,Oelwein,Iowa,50662,42.7181869,-91.9573439,,,,,,,,,,,,
CHS Inc,301 South St,Tracy,Minnesota,56175,44.2311752,-95.6210079,,,,,,,,,,,,
Total Grain Marketing,305 S Chestnut St,Arcola,Illinois,61910,39.682392,-88.309151,,,,,,,,,,,,
Tyson Foods Local Grain Services - Humboldt,7 Tyson Dr,Humboldt,Tennessee,38343,35.8868124,-88.9323228,,,,,,,,,,,,
The DeLong Co. Inc.,340 N Union Rd,Evansville,Wisconsin,53536,42.786419,-89.2977696,,,,,,,,,,,,
Pointe Coupee Farmers Elevator Inc,5049 LA-1,Batchelor,Louisiana,70715,30.8412237,-91.6622319,,,,,,,,,,,,
Panhandle Compress Co,1200 W 2nd St,Quanah,Texas,79252,34.3018755,-99.7529986,,,,,,,,,,,,
United Quality Cooperative Grain Elevator - Parshall,14 Railroad Ave South,Parshall,North Dakota,58770,47.9511759,-102.1353319,,,,,,,,,,,,
Lee Switch,725 US-60,Panhandle,Texas,79068,35.2985141,-101.5027089,,,,,,,,,,,,
Carson Grain Inc,5889 Main St,Troy Mills,Iowa,52344,42.2894436,-91.6822502,,,,,,,,,,,,
Cooperative Elevator Co.,4245 Pigeon Rd,Elkton,Michigan,48731,43.8171249,-83.149358,,,,,,,,,,,,
D & K Supply Inc,615 Keller Ave,North Judson,Indiana,46366,41.2199126,-86.7789406,,,,,,,,,,,,
Bee Ag Co is Now Amigos Grain Elevators,1004 S Washington St,Beeville,Texas,78102,28.391688,-97.743634,,,,,,,,,,,,
"Premier Grain, Jamestown",25 S Church St,Jamestown,Ohio,45335,39.6558569,-83.7329507,,,,,,,,,,,,
Bagley Co-op Elevator,103 Waterplant Dr SW,Bagley,Minnesota,56621,47.5194506,-95.4005431,,,,,,,,,,,,
Taylor JP TOB Co,VA-138,Kenbridge,Virginia,23944,36.8783707,-78.0832709,,,,,,,,,,,,
CHS Savage Terminal,6200 State Hwy 13,Savage,Minnesota,55378,44.7802972,-93.3572882,,,,,,,,,,,,
Riceland Foods Inc,3295 Cravens Rd,Poplar Bluff,Missouri,63901,36.7228839,-90.4210538,,,,,,,,,,,,
Cargill,4600 S Loop Dr,West Memphis,Arkansas,72301,35.1162681,-90.1797332,,,,,,,,,,,,
Superior Ag Co-Op,664 US-41,Princeton,Indiana,47670,38.3647498,-87.5975481,,,,,,,,,,,,
Yaggies Inc,220 Mulberry St #4536,Yankton,South Dakota,57078,42.8695837,-97.3871267,,,,,,,,,,,,
Russellville Elevators,333 Watermelon Rd,Russellville,Kentucky,42276,36.7990734,-86.9551068,,,,,,,,,,,,
Baltz Feed Co,828 US-67,Pocahontas,Arkansas,72455,36.264604,-90.9637231,,,,,,,,,,,,
Montgomery City Grain Elevator,320 Short St,Montgomery City,Missouri,63361,38.9633358,-91.4957993,,,,,,,,,,,,
Midwestern Soybean International,500 3rd St NE,Mason City,Iowa,50401,43.1548616,-93.192767,,,,,,,,,,,,
Consolidated Grain & Barge Co.,337 Port Rd,Lake Providence,Louisiana,71254,32.7598537,-91.1788647,,,,,,,,,,,,
Primient Grain Pittwood,"E, 2111 E Co Rd 2130 N",Watseka,Illinois,60970,40.8597323,-87.7291861,,,,,,,,,,,,
Osage Co-Op Elevator,216 Mechanic St,Osage,Iowa,50461,43.2859067,-92.8189434,,,,,,,,,,,,
Rocky Mountain Milling LLC,400 Platte St,Platteville,Colorado,80651,40.2170562,-104.8207397,,,,,,,,,,,,
Jbs United,502 N Madison St,Pittsfield,Illinois,62363,39.6116515,-90.8056126,,,,,,,,,,,,
Farmers Elevator & Supply Co,131 MO-52,Clinton,Missouri,64735,38.4065219,-93.7308472,,,,,,,,,,,,
Farmers Elevator & Supply Co,131 MO-52,Clinton,Missouri,64735,38.4065219,-93.7308472,,,,,,,,,,,,
Riceland Foods Inc,200 Plum St,Newport,Arkansas,72112,35.6083209,-91.2788779,,,,,,,,,,,,
Johnson Grain Inc,40 E 5th Ave,Afton,Wyoming,83110,42.7230407,-110.9326653,,,,,,,,,,,,
Sheppard Grain Inc,1615 Maryland Rd,Phelps,New York,14532,42.952751,-77.0034601,,,,,,,,,,,,
Two Rivers Consumers Cooperative Association,116 E 6th St,Newkirk,Oklahoma,74647,36.8838922,-97.0524753,,,,,,,,,,,,
Werner Grain & Feed,404 E 3rd St,Tama,Iowa,52339,41.96143,-92.5723534,,,,,,,,,,,,
HTC Royal City,,Royal City,Washington,99357,46.8880844,-119.5953826,,,,,,,,,,,,
Synergy Cooperative,2031 13 - 12 1/2 Ave,Cameron,Wisconsin,54822,45.3910311,-91.7379102,,,,,,,,,,,,
Garden City Co-Op - Lakin Elevator,206 S Main St,Lakin,Kansas,67860,37.9392914,-101.2533248,,,,,,,,,,,,
United Cooperative,6250 Borden Rd,Boscobel,Wisconsin,53805,43.12353,-90.7309014,,,,,,,,,,,,
Martinek Grain and Bins,104 E Ash St,Celina,Texas,75009,33.3191905,-96.7845969,,,,,,,,,,,,
Beachner Grain Inc,701 W Railroad St,Independence,Kansas,67301,37.2317323,-95.7151159,,,,,,,,,,,,
Total Grain Marketing,2000 W South 5th St,Shelbyville,Illinois,62565,39.4018693,-88.813207,,,,,,,,,,,,
