Company Name,Lat / Long,Street_Address,City,State_Parsed,ZIP_Parsed,Phone_Number,Title,Manager_Name,Email,Capacity,Category,CWTS_Flour_Mills
"Ray-Carroll County Grain Growers, Inc.",,110 N. Railroad,Mayview,MO,64071,(800) 932-7792,Manager,Jerry Shier,,"34,000 bus up.",Grain,
Landus Cooperative,,110 Railroad St.,Woodward,IA,50276,(515) 438-2100,Regional manager,Ethan Taube,,"1,570,000 bus up; 1,564,000 bus fl.",Grain,
Mennel Grain – Wharton,,110 Railroad St.,Wharton,OH,43359,(419) 458-3041,Operations manager,Larry Hawkins,graindivision@mennel.com,"847,000 bus up.",Grain,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,260 cwts,Flour mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,30 cwts,Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,30 cwts,Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,30 cwts.,Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,"12,000 bus",Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,30 cwts,Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,30 cwts.,Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,10 cwts.,Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,200 cwts,Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,"240,000 bus",Specialty Mills,
"Arrowhead Mills, Inc.",,"110 S. Lawton, P.O. Box 2059",Hereford,TX,79045,(806) 364-0730,Purchasing director,Dale Hollingsworth,dale.hollingsworth@hain.com,,Mix Plants,
Knappen Milling Co.,,"110 S. Water St., P.O. Box 245",Augusta,MI,49012,(269) 731-4141; (800) 562-7736,President; CEO,Emily Likens,twright@knappen.com,"4,800 cwts.",Flour mills,
Knappen Milling Co.,,"110 S. Water St., P.O. Box 245",Augusta,MI,49012,(269) 731-4141,President; CEO,Emily Likens,twright@knappen.com,"2,000 cwts",Specialty Mills,
Knappen Milling Co.,,"110 S. Water St., P.O. Box 245",Augusta,MI,49012,(269) 731-4141,President; CEO,Emily Likens,twright@knappen.com,,Specialty Mills,
Knappen Milling Co.,,"110 S. Water St., P.O. Box 245",Augusta,MI,49012,(269) 731-4141,President; CEO,Emily Likens,twright@knappen.com,,Specialty Mills,
Sunrise Cooperative,,1100 Burkholder Rd.,Clyde,OH,43410,(419) 547-9588,Location manager,Brian House,brianhouse@sunriseco-op.com,"8,200,000 bus up.",Grain,
Ingredion,,1100 Green Valley Rd.,London,ON,N6N 1E3,(519) 680-4400,Plant manager,David Wilcox,,,Specialty Mills,
"Cargill, Incorporated",,1100 Indianapolis Blvd.,Hammond,IN,46320,(219) 659-2000; (800) 348-9896,,,,,Specialty Mills,
"Attebury Grain, Inc.",,1100 Kell Blvd.,Wichita Falls,TX,76301,(940) 322-1567,,,opsassistant@attebury.com,"1,784,000 bus up",Grain,
Ardent Mills,,1100 S. Main St.,Galena Park,TX,77547,(832) 862-3128,Plant manager,Kellen Lyons,kellen.lyons@ardentmills.com,"720,000 bus up.",Grain,
Ardent Mills,,1100 S. Main St.,Galena Park,TX,77547,(713) 676-1100,Plant manager,Kellen Lyons,kellen.lyons@ardentmills.com,"11,000 cwts.",Flour mills,
Frenchman Valley Farmers Co-Op,,"1101 S. Hwy. 71, P.O. Box 520",Kimball,NE,69145,(308) 235-3562,Location manager,John Deal,info@fvcoop.com,"1,800,000 bus up; 3,500,000 bus fl",Grain,
"Riceland Foods, Inc.",,1101 W Riceland St,Hazen,AR,72064,(870) 255-4531,manager,Mike Edge,riceland@riceland.com,"4,042,000 bus up.",Grain,
"Bunge North America, Llc",,1102 W. 18th St.,Indianapolis,IN,46202,(317) 266-0927,Commercial manager,Steve Welu,kendall.bergman@bunge.com,"3,173,000 bus up; 3,813,000 bus fl.",Grain,
Grain Craft,,"11040 Lombard St., Municipal Terminal No. 4",Portland,OR,97203,(503) 286-1656,Plant manager,Christopher Rodriguez,,"368,000 bus up.",Grain,
Grain Craft,,11040 N. Lombard St.,Municipal Terminal No. Four Portland,OR,97203,(503) 286-1656,Plant manager,Chris Rodriguez,,"8,700 cwts",Flour mills,
Archer Daniels Midland Co.,,11077 River Rd,Ama,LA,70031,(504) 431-8245,Superintendent,Scott Walsh,,"5,785,000 bus up.",Grain,
Archer Daniels Midland Co.,,11079 River Rd,Ama,LA,70031,(504) 431-8245,Superintendent,Dennis Miranda,,"5,785,000 bus up.",Grain,
Landus Cooperative,,"111 First St., P.O. Box 296",Newell,IA,50568,(712) 272-3312,Regional manager,Randy Main,,"2,597,000 bus up.",Grain,
"Cargill, Incorporated",,111 Main St.,Meredosia,IL,62665,(217) 584-1153,,,,"2,172,000 bus up.",Grain,
Agp,,111 S.,Wooding Aberdeen,WA,98520,(360) 533-9530,Executive director,Gary Nelson,gnelson@portgrays.org,"3,000,000 bus up",Grain,
Siemer Milling Co.,,"111 W. Main St., P.O. Box 670",Teutopolis,IL,62467,(217) 857-3131; (800) 826-1065,Plant Manager,Kenneth Stice,,"3,620,000 bus up.",Grain,
Siemer Milling Co.,,"111 W. Main St., P.O. Box 670",Teutopolis,IL,62467,(217) 857-3131,Plant manager,Kenneth Stice,mlustig@siemermilling.com,"10,500 cwts",Flour mills,
Siemer Milling Co.,,"111 W. Main St., P.O. Box 670",Teutopolis,IL,62467,(217) 857-3131,Production scheduler,Angela Buerster,mlustig@siemermilling.com,"3,000 cwts.",Specialty Mills,
"Riceland Foods, Inc.",,111 Wooten St,Corning,AR,72422,(870) 857-3582,District Manager,Daniel Bryant,riceland@riceland.com,"4,733,000 bus up.",Grain,
"Bruce Oakley, Inc.",,1110 Hwy. 9,Morrilton,AR,72110,(501) 354-4684; (800) 750-4684,Manager,Buddy Buendtner,buddy@bruceoakley.com,"509,000 bus up.",Grain,
"Attebury Grain, Inc. (Pullman)",,11101 S.E.,Third Amarillo,TX,79118,(806) 335-1716,,,opsassistant@attebury.com,"1,297,000 bus up;",Grain,
"Viterra Usa Grain, Llc",,"1111 Bedke Blvd., P.O. Box 1089",Burley,ID,83318,(208) 677-5120,Manager,Kyle Storer,,"1,005,000 bus up; 1,082,000 bus fl.",Grain,
The Krusteaz Co.,,1111 Kretschmer Dr.,Manhattan,KS,66502,(785) 564-4800,"Sr. VP, operations",Michael Meredith,,,Flour mills,
The Krusteaz Co.,,1111 Kretschmer Dr.,Manhattan,KS,66502,(785) 564-4800,"Sr. VP, operations",Michael Meredith,,,Mix Plants,
"Cargill, Incorporated",,"1112 N. Halstead Rd., P.O. Box 2623",Salina,KS,67402,(785) 825-8128,,,,"30,289,000 bus up",Grain,
Archer Daniels Midland Co.,,1120 County Rd.,Clarkfield,MN,56223,(320) 669-7501,Manager,Scott Mauch,,"7,171,000 bus up",Grain,
Adm Milling Co.,,1120 King St.,Chattanooga,TN,37403,(423) 756-0503,Commercial manager,JoBeth Borowiak,milling@adm.com,"2,000,000 bus up",Grain,
Adm Milling Co.,,1120 King St.,Chattanooga,TN,37403,(423) 756-0503,Commercial manager,Tony Miller,milling@adm.com,"13,500 cwts.",Flour mills,
Butte County Rice Growers Association,,"1121 Richvale Hwy., P.O. Box 128",Richvale,CA,95974,(530) 882-4522,President; CEO,Carl Hoff,,"5,500,000 bus up; 5,000,000 bus fl.",Grain,
Heartland Co-Op,,114 East Gardner,Bovina,TX,79009,(806) 251-1521,Manager,Alan Bilyeu,info@heartlandcoop.com,"6,500,000 bus up.",Grain,
"Attebury Grain, Inc.",,11410 Energy Center Rd.,Pampa,TX,79065,(806) 669-1918,,,opsassistant@attebury.com,"1,100,000 bus up",Grain,
"Perdue Agribusiness Grain, Llc",,11430 Oakland Dr.,Exmore,VA,23350,(757) 551-4003,Manager,Douglas Hartman,douglas.hartman@perdue.com,"200,000 bus up",Grain,
"Viterra Usa Grain, Llc",,11477 County Rd 550 E,Ladoga,IN,47954,(765) 946-7000,Manager,Matt Schmitt,,"6,095,000 bus up.",Grain,
Landus Cooperative,,"115 Main St., P.O. Box 79",Lytton,IA,50561,(712) 466-2213,Regional manager,Randy Main,,"630,000 bus up; 936,000 bus fl.",Grain,
King Milling Co.,,115 S.,Broadway Lowell,MI,49331,(616) 897-9264,President,Brian K. Doyle,jcantrell@kingflour.com,"17,000 cwts",Flour mills,
"Keller Grain, Inc.",,1150 Hwy. 90 E.,Castroville,TX,78009,830-931-2294,,,kgicorn@gmail.com,"473,000 bus up.",Grain,
"Kokomo Grain Co., Inc.",,11505 S. Rd. 800 E.,Amboy,IN,46911,(765) 395-7787; (800) 666-0685,manager,Jeff Ortman,jortman@kokomograin.com,"4,080,000 bus up; 11,000,000 bus fl.",Grain,
"Perdue Agribusiness Grain, Llc",,11545 Lynch Rd.,Lynch,MD,21678,(410) 778-0222,manager,Warren Chew,warren.chew@perdue.com,"1,400,000 bus up.",Grain,
Adm Benson Quinn,,"1155 Riverview Dr., P.O. Box 105",Winona,MN,55987,(507) 452-3562,Manager,Doug McMamony,,"270,000 bus up",Grain,
"Columbia Grain International, Llc",,"116 S. Dakota St., P.O. Box 606",Conrad,MT,59425,(406) 278-3256,Manager,Scott Johnson,pdxmerchants@columbiagrain.com,"941,000 bus up.",Grain,
"Perdue Agribusiness Grain, Llc",,"11612 Molly Pitcher Hwy. S., P.O. Box 358",Greencastle,PA,17225,(717) 597-1602,Manager,John Farrow,john.farrow@perdue.com,"40,000 bus up.",Grain,
"Columbia Grain International, Llc",,117 First St. S.W.,Moore,MT,59646,(406) 708-7000,Manager,B.J. Deleo,pdxmerchants@columbiagrain.com,"4,400,000 bus up.",Grain,
"Viterra Usa Grain, Llc",,"117 S.W. First St., P.O. Box 61",Moore,MT,59464,(406) 374-2262,,,,,Grain,
Farmers Cooperative,,117 Signal Point Rd.,Guntersville,AL,35976,(256) 582-3121,,,info@woodallgrain.com,"1,827,000 bus up.",Grain,
"Cofco International Grains Usa, Llc",,11700 S. Torrence Ave.,Chicago,IL,60617,(773) 375-1830,,,,"11,283,000 bus up; 1,084,000 bus fl.",Grain,
"Perdue Agribusiness Grain, Llc",,1174 E. Ramsey Rd.,Vincennes,IN,47591,(812) 882-7782,Manager,Michael Bledsoe,michael.bledsoe@perdue.com,"1,269,000 bus up",Grain,
Agwrx Cooperative,,118 E. Main St.,Florence,SD,57235,(605) 758-2361,,,,,Grain,
"Premier Cooperative, Inc.",,"118 E. Market, P.O. Box 19",Sadorus,IL,61872,(217) 598-2312,Regional Operations Manager,Josh Likeric,,"2,248,415 bus up; 86,585 bus fl.",Grain,
Landus Cooperative,,"118 N. Vankirk St., P.O. Box 568",Latimer,IA,50452,(641) 579-6451,Regional manager,Amanda De Jong,,"1,941,000 bus up; 1,405,000 bus fl.",Grain,
"Topflight Grain Coop, Inc.",,118 S. Main St.,Milmine,IL,61855,(217) 763-6311,branch manager,Jon Carr,jcarr@topflightgrain.com,"7,552,500 bus up.",Grain,
Heartland Co-Op,,118 S.E. 18th St.,Des Moines,IA,50317,(515) 262-2522,Manager,Dan Noland,info@heartlandcoop.com,"1,664,000 bus up",Grain,
Small Valley Milling,,1188 Mountain House Rd.,Halifax,PA,17032,(717) 362-9850,Co-owner,Joel Steigman,steigman@epix.net,16 cwts,Flour mills,
Small Valley Milling,,1188 Mountain House Rd.,Halifax,PA,17032,(717) 362-9850,Co-owner,Joel Steigman,steigman@epix.net,"50,000 cwts",Specialty Mills,
Small Valley Milling,,1188 Mountain House Rd.,Halifax,PA,17032,(717) 362-9850,Co-owner,Joel Steigman,steigman@epix.net,,Specialty Mills,
Small Valley Milling,,1188 Mountain House Rd.,Halifax,PA,17032,(717) 362-9850,Co-owner,Joel Steigman,steigman@epix.net,,Specialty Mills,
Small Valley Milling,,1188 Mountain House Rd.,Halifax,PA,17032,(717) 362-9850,Co-owner,Joel Steigman,steigman@epix.net,,Specialty Mills,
"Pioneer Frozen Foods South Carolina, Llc",,11891 C.R. Koon Hwy.,Prosperity,SC,29127,(803) 364-2077,"Director, operations",Rick Crook,,,Mix Plants,
Madison Farmers Elevator Co.,,"119 N. Farmers Ave., P.O. Box 228",Madison,SD,57042,(605) 256-4584,GM,Cassie Viet,mark.stoller@madisonfarmerselevator.com,"7,450,000 bus up",Grain,
The Scoular Company,,119044 German Gulch Rd.,Silver Bow (Butte),MT,59750,(406) 782-1202; (800) 735-6755,Facility manager,Tyce Foster,information@scoular.com,"980,000 bus up",Grain,
Thresher Artisan Wheat — Rockford,,1193 W. Hwy. 39,Blackfoot,ID,83221,(208) 785-4460,GM,Max Mobley,,"1,978,000 bus up; 1,000,000 bus fl.",Grain,
"Viterra Usa Grain, Llc",,11997 Hwy. 287,Etter,TX,79013,(806) 966-5510,Manager,Aaron Wertz,,"4,555,600 bus up.",Grain,
"New Cooperative, Inc.",,"12 First Ave. S.E., P.O. Box 49",West Bend,IA,50597,(515) 200-5123,Manager,Chris Montag,,"5,460,000 bus up",Grain,
Agwrx Cooperative,,12 Railway Ave.,Garden City,SD,57236,(605) 532-3841,,,,,Grain,
"Bunge North America, Llc",,120 E. Broadway St.,Morristown,IN,46161,(765) 763-1215,Area manager,Britt Kagay,britt.kagay@bunge.com,"3,323,000 bus up.",Grain,
"Cargill, Incorporated",,120 Kiesel Ave.,Alpha,MN,56111,(507) 847-4162,,,,"600,000 bus up.",Grain,
Landus Cooperative,,120 Third St.,Beaver,IA,50031,(515) 275-2525,regional manager,Ethan Taube,,"1,405,000 bus up; 517,000 bus fl.",Grain,
"F.M. Brown'S Sons, Inc.",,"120 W. Main St., P.O. Box 153",Fleetwood,PA,19522,(610) 944-7654,President,Brian P. Conrad,brianconrad@fmbrown.com,"5,000 cwts",Flour mills,
Stateline Cooperative,,"120 Walnut St., P.O. Box 67",Burt,IA,50522,(515) 924-3555; (888) 920-3555,Grain Manager,Dean Kohlmeyer,dkohlmeyer@statelinecoop.com,"1,600,000 bus up; 2,700,000 bus fl.",Grain,
"The Andersons, Inc.",,"1200 E. 2850 N., P.O. Box 409",Mansfield,IL,61854,(217) 489-2007,"Profit center manager, food corn",Ryan Zinnel,,"704,000 bus up.",Grain,
"Bunge North America, Llc",,1200 N. Second St.,Decatur,IN,46733,(260) 724-2101,Manager,Zach Lengacher,zach.lengacher@bunge.com,"15,305,000 bus up.",Grain,
Ardent Mills,,1200 Putman Ave,Yuba City,CA,95991,(530) 790-0602,Plant manager,Nick Weber,nick.weber@ardentmills.com,,Specialty Mills,
Ardent Mills,,1200 Putman Ave,Yuba City,CA,95991,(530) 790-0602,Plant manager,Nick Weber,nick.weber@ardentmills.com,,Specialty Mills,
Adm Milling Co.,,"1200 S. Mill Rd., P.O. Box 958",Arkansas City,KS,67005,(620) 442-6200,Commercial Manager,Myles Grant,milling@adm.com,"1,100,000 bus up.",Grain,
Adm Milling Co.,,"1200 S. Mill Rd., P.O. Box 958",Arkansas City,KS,67005,(620) 442-6200,Commercial manager,Myles Grant,milling@adm.com,"12,000 cwts",Flour mills,
"Attebury Grain, Inc.",,1200 S.W.,Second Tulia,TX,79088,(806) 335-1639,,,opsassistant@attebury.com,"1,000,000 bus up",Grain,
The Krusteaz Co.,,1200 Stevens Ave.,Effingham,IL,62401,(214) 540-4000,Plant manager,Dan Regenhardt,,,Flour mills,
The Krusteaz Co.,,1200 Stevens Ave.,Effingham,IL,62401,(214) 540-4000,"Sr. VP, operations",Michael Meredith,,,Mix Plants,
"Viterra Usa Grain, Llc",,1201 W. State Rd. 114,Rensselaer (Pleasant Ridge),IN,47978,(219) 866-2810,Manager,Matt Schmitt,,"2,212,000 bus up; 1,014,000 bus fl",Grain,
"Gulf Rice Milling, Inc.",,12010 Taylor Rd.,Houston,TX,77041,(713) 464-0606,President,Christian Brenckmann,gpsales@gulfpac.com,"8,500 cwts",Specialty Mills,
"Attebury Grain, Inc.",,1202 N.W. Fifth St.,Tulia,TX,79088,(806) 335-1639,"Director, operations",Carey Williams,opsassistant@attebury.com,"19,761,500 bus up",Grain,
"Viterra Usa Grain, Llc",,1205 S.,Farragut Bay City,MI,48708,(989) 321-5971,Manager,Peter Jones,,"1,303,000 bus up.",Grain,
"Attebury Grain, Inc.",,1205 S.W.,Second Tulia,TX,79088,(806) 335-1639,,,opsassistant@attebury.com,"4,343,000 bus up",Grain,
"New Cooperative, Inc.",,1208 Main St.,Moorland,IA,50566,(515) 549-3316,Regional manager,Rod Brant,roelyn@newcoop.com,"3,604,000 bus up; 1,000,000 bus fl.",Grain,
Landus Cooperative,,"1209 North St., P.O. Box 80",Yale,IA,50277,(641) 439-2243; (641) 439-2309,Regional manager,Ethan Taube,,"2,360,000 bus up; 2,278,000 bus fl.",Grain,
Star Of The West Milling Co.,,121 E. Tuscola St.,Frankenmuth,MI,48734,(989) 652-9971; (800) 968-9992,,,info@starofthewest.com,"18,040,893 bus up.",Grain,
Star Of The West Milling Co.,,121 E. Tuscola St.,Frankenmuth,MI,48734,(989) 652-9971; (800) 968-9992,Superintendent,Tom Hahn,info@starofthewest.com,"5,960 cwts",Flour mills,
Star Of The West Milling Co.,,121 E. Tuscola St.,Frankenmuth,MI,48734,(989) 652-9971,Superintendent,Tom Hahn,info@starofthewest.com,"1,500 cwts.",Specialty Mills,
"Columbia Grain International, Llc",,121 N. Division Ave.,Craigmont,ID,83523,(208) 924-5911,Manager,Stacey Lorentz,pdxmerchants@columbiagrain.com,"3,000,000 bus up.",Grain,
Alliance Grain Co.,,"121 N. Maple St., P.O. Box 296",Cullom,IL,60929,(815) 689-2130,Location supervisor,Brad Wallrich,,"2,439,000 bus up.",Grain,
"Producers Rice Mill, Inc.",,121 S. Kansas St.,Pine Bluff,AR,71601,(870) 535-2032,Manager,Wes McDermott,info@producersrice.com,"1,964,000 bus up.",Grain,
"Cargill, Incorporated",,12100 Dakota Ave.,Savage,MN,55378,(952) 890-3220,,,,"16,515,000 bus up.",Grain,
Consolidated Grain & Barge Co.,,12100 Yosemite Ave.,Savage,MN,55378,(952) 890-1010,general manager,Nathan Schmidgall,,,Grain,
Savage Riverport,,12100 Yosemite Ave.,Savage,MN,55378,(952) 890-1010,,,,"9,276,000 bus up.",Grain,
"Cargill, Incorporated",,12101 Lynn Ave. S.,Savage,MN,55378,(952) 984-7500,,,,,Grain,
"The Andersons, Inc.",,"1211 W. Hwy. 6, P.O. Box 128",Fairmont,NE,68354,(402) 268-6001,"Director, operations",Adam Weedman,,"712,000 bus up.",Grain,
Archer Daniels Midland Co.,,1213 Fifth St.,Henderson,KY,42420,,Manager,Matt Stokebrand,,"615,871 bus up",Grain,
Sunrise Fs,,1216 S. Water,Havana,IL,62644,,Superintendent,Bob Bess,tim.paurus@chsinc.com,"1,185,000 bus up.",Grain,
Archer Daniels Midland Co.,,12170 River Rd.,Destrehan,LA,70047,(985) 764-7586,,,,"6,432,000 bus up.",Grain,
Central Milling Co.,,122 E. Center St.,Logan,UT,84321,(435) 752-6625,,,flour@centralmilling.com,"1,000 cwts.",Flour mills,
Central Milling Co.,,122 E. Center St.,Logan,UT,84321,(435) 752-6625,,,flour@centralmilling.com,,Mix Plants,
Pride Ag Resources,,122 S. Main,Cimarron,KS,67835,(620) 855-3421; (800) 752-1580,Branch Manager,Tyson Kane,,"1,255,000 bus up.",Grain,
Pride Ag Resources,,1220 S. Main,Jetmore,KS,67854,(620) 357-8314,Branch manager,David Peterman,dpeterman@prideag.com,"1,452,000 bus up",Grain,
"West Plains, Llc",,1230 Ohio St.,Omaha,NE,68110,(887) 558-0797,Regional Manager,Boyd Siniard,,"830,000 bus up.",Grain,
"Harvest Rice, Inc.",,1232 High St.,McGehee,AR,71654,(870) 222-5800,Plant manager,William (Scott) Walllace,tstivers@harvest-rice.com,"9,765 cwts",Specialty Mills,
Agtegra Cooperative,,"124 King Ave. N.E., P.O. Box 283",Highmore,SD,57345,(605) 852-3250,Location manager,Mike Senyak,,"3,500,000 bus up",Grain,
"Heartland Mill, Inc.",,124 N. Hwy. 167,Marienthal,KS,67863,(620) 379-4472,GM,Mark Nightengale,info@heartlandmill.com,"1,128 cwts",Flour mills,
"Heartland Mill, Inc.",,124 N. Hwy. 167,Marienthal,KS,67863,(620) 379-4472,GM,Mark Nightengale,info@heartlandmill.com,"1,128 cwts.",Specialty Mills,
"Heartland Mill, Inc.",,124 N. Hwy. 167,Marienthal,KS,67863,(620) 379-4472,GM,Mark Nightengale,info@heartlandmill.com,700 cwts,Specialty Mills,
"Heartland Mill, Inc.",,124 N. Hwy. 167,Marienthal,KS,67863,(620) 379-4472; (800) 232-8533,GM,Mark Nightengale,info@heartlandmill.com,,Specialty Mills,
"Heartland Mill, Inc.",,124 N. Hwy. 167,Marienthal,KS,67863,(620) 379-4472; (800) 232-8533,GM,Mark Nightengale,info@heartlandmill.com,,Specialty Mills,
"Heartland Mill, Inc.",,124 N. Hwy. 167,Marienthal,KS,67863,(620) 379-4472,GM,Mark Nightengale,info@heartlandmill.com,700 cwts,Specialty Mills,
"Heartland Mill, Inc.",,124 N. Hwy. 167,Marienthal,KS,67863,(620) 379-4472,GM,Mark Nightengale,info@heartlandmill.com,,Specialty Mills,
"Heartland Mill, Inc.",,124 N. Hwy. 167,Marienthal,KS,67863,(620) 379-4472,GM,Mark Nightengale,info@heartlandmill.com,700 cwts,Specialty Mills,
"Bunge North America, Inc.",,12442 River Rd.,Destrehan,LA,70047,(985) 764-6516,Facility Manager,James Kyle,kyle.greer@bunge.com,"6,421,000 bus up.",Grain,
Heartland Co-Op,,125 High St.,Kellogg,IA,50135,(641) 526-8236,Manager,Jim Pierce,,"2,388,000 bus up; 1,246,000 bus fl.",Grain,
Ardent Mills,,125 S. Broad St.,Fremont,NE,68025,(402) 721-4200,Plant manager,Samantha Byrant,tj.tuetken@ardentmills.com,"1,200,000 bus up.",Grain,
"Riceland Foods, Inc.",,125 soy dr,Stuttgart,AR,72160,(870) 673-5336,Division Manager,Scott Lindsey,riceland@riceland.com,"7,498,000 bus up.",Grain,
The Scoular Company,,12501 W. Hwy. 50,Coolidge,KS,67836,(620) 365-6320,Regional Manager,Derek Spears,information@scoular.com,"6,500,000 bus up.",Grain,
Mennel Grain – Jeffersonville,,12574 State Rte. 41,Jeffersonville,OH,43128,(740) 426-6332,Regional grain operations manager,Jacob Hall,graindivision@mennel.com,"1,200,000 bus up.",Grain,
Almota Elevator Co.,,"126 S. Main St., P.O. Box 617",Colfax,WA,99111,(509) 397-3456,GM,Dan Hart,danh@almotagrain.com,"2,660,000 bus up",Grain,
Tyson Foods Local Grain Services (Commodity Purchasing Group),,1262 U.S. Hwy. 17 S.,Elizabeth City,NC,27909,(844) 816-8579,Grain elevator manager,Jeff Maier,localgrainservices@tyson.com,"1,800,000 bus",Grain,
"California Cereal Products, Inc.",,1267 14th St.,Oakland,CA,94607,(510) 452-4500,President,Mark Graham,info@californiacereal.com,,Specialty Mills,
"California Cereal Products, Inc.",,1267 14th St.,Oakland,CA,94607,(510) 452-4500,President,Mark Graham,info@californiacereal.com,"1,000 cwts",Specialty Mills,
